,Entity,Code,Year,Life expectancy,$ Spent per Citizen,Total population
1070,Australia,AUS,1971,71.06829268,982.3137,12987847
1071,Australia,AUS,1972,71.45756098,989.9003,13236895
1072,Australia,AUS,1973,71.84682927,1007.0003,13472175
1073,Australia,AUS,1974,72.23609756,1138.423,13690285
1074,Australia,AUS,1975,72.62536585,1299.7468,13889696
1075,Australia,AUS,1976,73.01463415,1337.0718,14067994
1076,Australia,AUS,1977,73.34439024,1403.1552,14227905
1077,Australia,AUS,1978,73.67414634,1410.1761,14379565
1078,Australia,AUS,1979,74.00390244,1410.7119,14536839
1079,Australia,AUS,1980,74.33365854,1440.4453,14709918
1080,Australia,AUS,1981,74.66341463,1467.8877,14901610
1081,Australia,AUS,1982,74.90487805,1475.0446,15109659
1082,Australia,AUS,1983,75.14634146,1508.2358,15332790
1083,Australia,AUS,1984,75.38780488,1561.121,15567927
1084,Australia,AUS,1985,75.62926829,1617.1644,15812088
1085,Australia,AUS,1986,75.87073171,1688.0412,16066496
1086,Australia,AUS,1987,76.15170732,1712.2838,16330369
1087,Australia,AUS,1988,76.43268293,1736.7152,16596096
1088,Australia,AUS,1989,76.71365854,1783.3481,16853690
1089,Australia,AUS,1990,76.99463415,1853.1596,17096153
1090,Australia,AUS,1991,77.27560976,1920.2033,17320633
1091,Australia,AUS,1992,77.37804878,1994.4415,17529469
1092,Australia,AUS,1993,77.87804878,2060.3732,17727413
1093,Australia,AUS,1994,77.87804878,2129.3472,17921818
1094,Australia,AUS,1995,77.82926829,2202.176,18118416
1095,Australia,AUS,1996,78.07804878,2307.517,18319637
1096,Australia,AUS,1997,78.4804878,2392.0429,18525153
1097,Australia,AUS,1998,78.63170732,2543.6197,18734878
1098,Australia,AUS,1999,78.93170732,2646.7086,18947894
1099,Australia,AUS,2000,79.23414634,2767.6725,19164351
1100,Australia,AUS,2001,79.63414634,2872.3738,19382188
1101,Australia,AUS,2002,79.93658537,2999.5093,19604051
1102,Australia,AUS,2003,80.23902439,3090.6573,19840120
1103,Australia,AUS,2004,80.4902439,3240.3186,20103822
1104,Australia,AUS,2005,80.84146341,3242.9106,20403520
1105,Australia,AUS,2006,81.04146341,3323.2565,20744295
1106,Australia,AUS,2007,81.29268293,3415.193,21119988
1107,Australia,AUS,2008,81.39512195,3494.4375,21513817
1108,Australia,AUS,2009,81.54390244,3629.7041,21902300
1109,Australia,AUS,2010,81.69512195,3607.3407,22268384
1110,Australia,AUS,2011,81.89512195,3738.1767,22605732
1111,Australia,AUS,2012,82.04634146,3831.3635,22918688
1112,Australia,AUS,2013,82.14878049,3901.7343,23213944
1268,Austria,AUT,1970,69.91463415,849.863,7465908
1269,Austria,AUT,1971,70.11463415,876.7198,7497731
1270,Austria,AUT,1972,70.46341463,924.9049,7526469
1271,Austria,AUT,1973,71.01463415,983.3833,7550638
1272,Austria,AUT,1974,71.01219512,1068.3942,7568347
1273,Austria,AUT,1975,71.11463415,1365.5542,7578498
1274,Austria,AUT,1976,71.56585366,1481.9085,7580564
1275,Austria,AUT,1977,71.91463415,1543.0276,7575669
1276,Austria,AUT,1978,72.01219512,1602.6562,7566450
1277,Austria,AUT,1979,72.31219512,1685.3273,7556551
1278,Austria,AUT,1980,72.46341463,1738.9518,7548798
1279,Austria,AUT,1981,72.81219512,1485.8219,7544359
1280,Austria,AUT,1982,72.96097561,1508.3548,7543194
1281,Austria,AUT,1983,73.01219512,1512.4136,7545472
1282,Austria,AUT,1984,73.61219512,1525.3671,7550960
1283,Austria,AUT,1985,73.81463415,1597.0039,7559621
1284,Austria,AUT,1986,74.31707317,1661.8794,7570906
1285,Austria,AUT,1987,74.76829268,1763.1259,7585345
1286,Austria,AUT,1988,75.21707317,1816.3715,7605095
1287,Austria,AUT,1989,75.26585366,1920.5468,7632984
1288,Austria,AUT,1990,75.56829268,2347.0307,7670513
1289,Austria,AUT,1991,75.61707317,2423.6339,7719577
1290,Austria,AUT,1992,75.81707317,2540.0944,7778255
1291,Austria,AUT,1993,76.06829268,2696.6659,7839625
1292,Austria,AUT,1994,76.4195122,2875.3106,7894229
1293,Austria,AUT,1995,76.66829268,2925.7651,7935624
1294,Austria,AUT,1996,76.87073171,2978.1928,7960464
1295,Austria,AUT,1997,77.3195122,3074.4388,7971553
1296,Austria,AUT,1998,77.67073171,3240.746,7976117
1297,Austria,AUT,1999,77.87560976,3404.3271,7984694
1298,Austria,AUT,2000,78.12682927,3472.7366,8004712
1299,Austria,AUT,2001,78.57560976,3531.3159,8038480
1300,Austria,AUT,2002,78.67804878,3620.3297,8083059
1301,Austria,AUT,2003,78.63170732,3695.6138,8134235
1302,Austria,AUT,2004,79.1804878,3797.4718,8185553
1303,Austria,AUT,2005,79.33170732,3826.3191,8232196
1304,Austria,AUT,2006,79.8804878,3893.9178,8273208
1305,Austria,AUT,2007,80.1804878,4020.3699,8309783
1306,Austria,AUT,2008,80.43170732,4136.9982,8341806
1307,Austria,AUT,2009,80.33170732,4178.429,8369639
1308,Austria,AUT,2010,80.5804878,4236.3164,8393644
1309,Austria,AUT,2011,80.98292683,4253.5175,8413429
1310,Austria,AUT,2012,80.93658537,4362.1556,8428915
1311,Austria,AUT,2013,81.13658537,4352.5783,8441263
1908,Belgium,BEL,1970,70.97195122,683.3738,9624908
1909,Belgium,BEL,1971,71.0604878,723.5906,9660688
1910,Belgium,BEL,1972,71.40512195,788.4374,9696539
1911,Belgium,BEL,1973,71.63536585,891.1623,9730978
1912,Belgium,BEL,1974,71.98585366,939.3939,9761867
1913,Belgium,BEL,1975,71.97121951,1154.0117,9787677
1914,Belgium,BEL,1976,72.1197561,1262.6339,9808403
1915,Belgium,BEL,1977,72.77390244,1372.7239,9824685
1916,Belgium,BEL,1978,72.69804878,1453.5338,9836487
1917,Belgium,BEL,1979,73.19365854,1482.0677,9843898
1918,Belgium,BEL,1980,73.20707317,1494.2748,9847297
1919,Belgium,BEL,1981,73.62170732,1590.1579,9846320
1920,Belgium,BEL,1982,73.88804878,1655.4796,9841800
1921,Belgium,BEL,1983,73.86902439,1701.4332,9836784
1922,Belgium,BEL,1984,74.40487805,1703.9211,9835279
1923,Belgium,BEL,1985,74.5202439,1744.1525,9840123
1924,Belgium,BEL,1986,74.73170732,1819.5336,9852488
1925,Belgium,BEL,1987,75.36585366,1888.226,9871551
1926,Belgium,BEL,1988,75.56585366,1970.8607,9895654
1927,Belgium,BEL,1989,75.63268293,2015.7184,9922158
1928,Belgium,BEL,1990,76.05195122,2085.3743,9949019
1929,Belgium,BEL,1991,76.19219512,2208.0614,9976325
1930,Belgium,BEL,1992,76.35121951,2286.7203,10004469
1931,Belgium,BEL,1993,76.34536585,2292.4751,10032084
1932,Belgium,BEL,1994,76.69170732,2297.5698,10057529
1933,Belgium,BEL,1995,76.84073171,2334.5471,10079873
1934,Belgium,BEL,1996,77.18731707,2454.2452,10098192
1935,Belgium,BEL,1997,77.37073171,2492.5703,10113392
1936,Belgium,BEL,1998,77.47317073,2577.5149,10128653
1937,Belgium,BEL,1999,77.6195122,2720.044,10148371
1938,Belgium,BEL,2000,77.72195122,2826.9874,10175684
1939,Belgium,BEL,2001,77.97317073,2898.5499,10211264
1940,Belgium,BEL,2002,78.07560976,2994.2747,10254025
1941,Belgium,BEL,2003,78.12926829,3305.4234,10303108
1942,Belgium,BEL,2004,78.87804878,3418.6101,10356993
1943,Belgium,BEL,2005,78.9804878,3442.567,10414209
1944,Belgium,BEL,2006,79.3804878,3469.8104,10474993
1945,Belgium,BEL,2007,79.78292683,3577.1295,10538758
1946,Belgium,BEL,2008,79.6804878,3725.1113,10602167
1947,Belgium,BEL,2009,80.03414634,3900.7277,10660938
1948,Belgium,BEL,2010,80.18292683,3901.9126,10712066
1949,Belgium,BEL,2011,80.58536585,3986.078,10754056
1950,Belgium,BEL,2012,80.38536585,4006.2239,10787788
1951,Belgium,BEL,2013,80.58780488,4062.795,10815599
3309,Canada,CAN,1970,72.7004878,1295.7665,21716855
3310,Canada,CAN,1971,73.02926829,1390.037,22048431
3311,Canada,CAN,1972,72.93390244,1430.5746,22344104
3312,Canada,CAN,1973,73.16268293,1437.3807,22614673
3313,Canada,CAN,1974,73.23756098,1442.2155,22876657
3314,Canada,CAN,1975,73.52170732,1553.5575,23142272
3315,Canada,CAN,1976,73.85609756,1621.8955,23416090
3316,Canada,CAN,1977,74.21560976,1653.0144,23695198
3317,Canada,CAN,1978,74.5297561,1694.2938,23975639
3318,Canada,CAN,1979,74.86634146,1711.5811,24250641
3319,Canada,CAN,1980,75.07804878,1773.2352,24516277
3320,Canada,CAN,1981,75.47853659,1867.9228,24769849
3321,Canada,CAN,1982,75.6804878,1979.7332,25016047
3322,Canada,CAN,1983,76.03634146,2057.1832,25266950
3323,Canada,CAN,1984,76.31756098,2126.6136,25538860
3324,Canada,CAN,1985,76.30341463,2209.266,25842588
3325,Canada,CAN,1986,76.44,2306.182,26183106
3326,Canada,CAN,1987,76.7395122,2351.3938,26554540
3327,Canada,CAN,1988,76.80926829,2423.1176,26943398
3328,Canada,CAN,1989,77.06560976,2500.3536,27330298
3329,Canada,CAN,1990,77.37707317,2595.9141,27700854
3330,Canada,CAN,1991,77.55341463,2714.7232,28051725
3331,Canada,CAN,1992,77.32073171,2781.2469,28386162
3332,Canada,CAN,1993,77.68512195,2788.8032,28704519
3333,Canada,CAN,1994,77.86195122,2771.8514,29009032
3334,Canada,CAN,1995,77.97756098,2720.2965,29302092
3335,Canada,CAN,1996,78.2304878,2672.6873,29582222
3336,Canada,CAN,1997,78.4804878,2753.7682,29850242
3337,Canada,CAN,1998,78.66243902,2915.6411,30113972
3338,Canada,CAN,1999,78.88292683,2963.8153,30383823
3339,Canada,CAN,2000,79.23658537,3058.155,30667365
3340,Canada,CAN,2001,79.48780488,3219.9298,30967236
3341,Canada,CAN,2002,79.5902439,3369.4221,31281727
3342,Canada,CAN,2003,79.83902439,3458.5634,31608562
3343,Canada,CAN,2004,80.14146341,3553.4721,31943605
3344,Canada,CAN,2005,80.29268293,3619.4946,32283413
3345,Canada,CAN,2006,80.29268293,3745.9104,32627978
3346,Canada,CAN,2007,80.54390244,3823.2951,32977334
3347,Canada,CAN,2008,80.69512195,3888.0876,33327954
3348,Canada,CAN,2009,80.94634146,4168.1453,33675448
3349,Canada,CAN,2010,81.19756098,4242.3395,34016593
3350,Canada,CAN,2011,81.44878049,4197.4339,34349561
3351,Canada,CAN,2012,81.5835122,4217.7065,34674708
3352,Canada,CAN,2013,81.77204878,4227.6444,34993747
3981,Chile,CHL,1995,75.374,518.8709,14409416
3982,Chile,CHL,1996,75.678,571.4461,14630769
3983,Chile,CHL,1997,75.974,602.4807,14840038
3984,Chile,CHL,1998,76.259,643.746,15039162
3985,Chile,CHL,1999,76.533,643.4363,15231557
3986,Chile,CHL,2000,76.793,672.0826,15419820
3987,Chile,CHL,2001,77.034,702.5606,15604200
3988,Chile,CHL,2002,77.255,723.3348,15783991
3989,Chile,CHL,2003,77.453,847.996,15959793
3990,Chile,CHL,2004,77.632,900.6741,16132209
3991,Chile,CHL,2005,77.791,945.5478,16301726
3992,Chile,CHL,2006,77.934,986.7056,16468677
3993,Chile,CHL,2007,78.066,1053.6318,16633254
3994,Chile,CHL,2008,78.193,1084.6686,16795593
3995,Chile,CHL,2009,78.32,1153.454,16955737
3996,Chile,CHL,2010,78.454,1219.6509,17113688
3997,Chile,CHL,2011,78.599,1279.5465,17269525
3998,Chile,CHL,2012,78.758,1355.3914,17423214
3999,Chile,CHL,2013,78.931,1464.9806,17574464
5057,Czech Republic,CZE,1990,71.38390244,716.5572,10302718
5058,Czech Republic,CZE,1991,71.89829268,658.0074,10307130
5059,Czech Republic,CZE,1992,72.27170732,674.823,10313662
5060,Czech Republic,CZE,1993,72.76780488,903.4505,10319923
5061,Czech Republic,CZE,1994,72.97268293,957.5316,10322561
5062,Czech Republic,CZE,1995,73.07487805,1058.9196,10319337
5063,Czech Republic,CZE,1996,73.71463415,1082.1967,10310016
5064,Czech Republic,CZE,1997,73.82487805,1077.8613,10295984
5065,Czech Republic,CZE,1998,74.51463415,1072.1795,10278707
5066,Czech Republic,CZE,1999,74.66829268,1123.4993,10260335
5067,Czech Republic,CZE,2000,74.96829268,1159.6971,10242890
5068,Czech Republic,CZE,2001,75.17317073,1234.4662,10225701
5069,Czech Republic,CZE,2002,75.22195122,1324.2376,10209500
5070,Czech Republic,CZE,2003,75.17073171,1452.0197,10199327
5071,Czech Republic,CZE,2004,75.72195122,1481.5625,10201665
5072,Czech Republic,CZE,2005,75.92439024,1574.6261,10220638
5073,Czech Republic,CZE,2006,76.52439024,1628.7237,10258796
5074,Czech Republic,CZE,2007,76.72439024,1660.1874,10313525
5075,Czech Republic,CZE,2008,76.97560976,1787.753,10377359
5076,Czech Republic,CZE,2009,77.07804878,1939.7369,10439735
5077,Czech Republic,CZE,2010,77.42439024,1879.5815,10492960
5078,Czech Republic,CZE,2011,77.87317073,1927.1554,10534293
5079,Czech Republic,CZE,2012,78.07560976,1924.5446,10565678
5080,Czech Republic,CZE,2013,78.17560976,2102.5929,10589806
5306,Denmark,DNK,1971,73.41463415,1752.6046,4959083
5307,Denmark,DNK,1972,73.43902439,1832.706,4987806
5308,Denmark,DNK,1973,73.68219512,1840.6337,5014503
5309,Denmark,DNK,1974,73.80829268,1983.8015,5038752
5310,Denmark,DNK,1975,74.07512195,2007.4161,5060227
5311,Denmark,DNK,1976,73.7397561,2097.479,5079015
5312,Denmark,DNK,1977,74.63243902,2082.9591,5095133
5313,Denmark,DNK,1978,74.39292683,2152.0583,5108145
5314,Denmark,DNK,1979,74.21926829,2256.2179,5117514
5315,Denmark,DNK,1980,74.10170732,2233.5431,5123026
5316,Denmark,DNK,1981,74.2304878,2266.1629,5124545
5317,Denmark,DNK,1982,74.55121951,2365.8534,5122696
5318,Denmark,DNK,1983,74.4204878,2370.3896,5118998
5319,Denmark,DNK,1984,74.56219512,2338.5427,5115476
5320,Denmark,DNK,1985,74.42756098,2423.9343,5113701
5321,Denmark,DNK,1986,74.5797561,2462.757,5114172
5322,Denmark,DNK,1987,74.69121951,2566.9934,5116854
5323,Denmark,DNK,1988,74.77170732,2609.3351,5122098
5324,Denmark,DNK,1989,74.7997561,2583.172,5130127
5325,Denmark,DNK,1990,74.80536585,2603.6992,5141034
5326,Denmark,DNK,1991,75.15780488,2600.6729,5155038
5327,Denmark,DNK,1992,75.19414634,2647.4906,5172040
5328,Denmark,DNK,1993,75.11682927,2747.1456,5191370
5329,Denmark,DNK,1994,75.37512195,2811.1094,5212071
5330,Denmark,DNK,1995,75.21268293,2772.5318,5233364
5331,Denmark,DNK,1996,75.59146341,2861.9021,5255213
5332,Denmark,DNK,1997,75.94512195,2909.2982,5277572
5333,Denmark,DNK,1998,76.13902439,2887.3885,5299649
5334,Denmark,DNK,1999,76.34146341,3272.6025,5320488
5335,Denmark,DNK,2000,76.59268293,3287.6537,5339501
5336,Denmark,DNK,2001,76.79268293,3443.0322,5356055
5337,Denmark,DNK,2002,76.89512195,3551.795,5370507
5338,Denmark,DNK,2003,77.14390244,3638.1442,5384487
5339,Denmark,DNK,2004,77.49268293,3769.889,5400280
5340,Denmark,DNK,2005,77.84390244,3883.3181,5419444
5341,Denmark,DNK,2006,78.09512195,4052.4257,5442644
5342,Denmark,DNK,2007,78.19512195,4137.2414,5469130
5343,Denmark,DNK,2008,78.44634146,4175.102,5497312
5344,Denmark,DNK,2009,78.59756098,4434.2513,5524874
5345,Denmark,DNK,2010,79.1,4370.3331,5550142
5346,Denmark,DNK,2011,79.8,4310.9932,5572594
5347,Denmark,DNK,2012,80.05121951,4309.4836,5592738
5348,Denmark,DNK,2013,80.3,4295.5987,5611187
6322,Estonia,EST,1999,70.06341463,754.2285,1379962
6323,Estonia,EST,2000,70.41707317,751.4352,1370749
6324,Estonia,EST,2001,70.25853659,745.465,1362823
6325,Estonia,EST,2002,70.90487805,786.621,1356644
6326,Estonia,EST,2003,71.31707317,877.7061,1351955
6327,Estonia,EST,2004,71.9097561,978.3881,1348449
6328,Estonia,EST,2005,72.56829268,1047.3086,1345857
6329,Estonia,EST,2006,72.69146341,1152.9042,1344038
6330,Estonia,EST,2007,72.81463415,1275.8281,1342873
6331,Estonia,EST,2008,73.77073171,1373.0364,1342145
6332,Estonia,EST,2009,74.82439024,1342.592,1341629
6333,Estonia,EST,2010,75.42926829,1334.1851,1341140
6334,Estonia,EST,2011,76.22926829,1324.0841,1340537
6335,Estonia,EST,2012,76.32682927,1394.4443,1339762
6336,Estonia,EST,2013,77.14146341,1464.5597,1338832
6994,Finland,FIN,1970,70.1795122,759.8204,4605998
6995,Finland,FIN,1971,70.01756098,823.5278,4622759
6996,Finland,FIN,1972,70.70731707,897.8236,4644371
6997,Finland,FIN,1973,71.22365854,928.4083,4668510
6998,Finland,FIN,1974,71.13487805,942.0766,4691674
6999,Finland,FIN,1975,71.67365854,1043.8095,4711432
7000,Finland,FIN,1976,71.81292683,1106.7728,4726845
7001,Finland,FIN,1977,72.3502439,1143.9357,4739016
7002,Finland,FIN,1978,72.89707317,1162.5551,4750001
7003,Finland,FIN,1979,73.15536585,1212.4493,4762803
7004,Finland,FIN,1980,73.44,1258.2683,4779488
7005,Finland,FIN,1981,73.74658537,1295.7892,4800928
7006,Finland,FIN,1982,74.29804878,1348.9003,4826163
7007,Finland,FIN,1983,74.20097561,1402.4839,4853221
7008,Finland,FIN,1984,74.51902439,1450.1209,4879235
7009,Finland,FIN,1985,74.22292683,1588.8682,4902206
7010,Finland,FIN,1986,74.56,1651.2439,4921232
7011,Finland,FIN,1987,74.59195122,1740.4537,4937130
7012,Finland,FIN,1988,74.57707317,1774.809,4951685
7013,Finland,FIN,1989,74.79219512,1869.3929,4967527
7014,Finland,FIN,1990,74.81317073,2015.0186,4986441
7015,Finland,FIN,1991,75.22756098,2162.646,5009160
7016,Finland,FIN,1992,75.45536585,2128.9968,5034766
7017,Finland,FIN,1993,75.70512195,1934.0765,5061394
7018,Finland,FIN,1994,76.39560976,1862.0776,5086368
7019,Finland,FIN,1995,76.4095122,1951.7806,5107802
7020,Finland,FIN,1996,76.69341463,2050.0056,5125177
7021,Finland,FIN,1997,76.87853659,2071.8464,5139257
7022,Finland,FIN,1998,77.09073171,2084.1422,5151024
7023,Finland,FIN,1999,77.29121951,2163.5734,5161995
7024,Finland,FIN,2000,77.46585366,2302.7754,5173370
7025,Finland,FIN,2001,77.96585366,2407.5286,5185180
7026,Finland,FIN,2002,78.1195122,2573.9942,5197305
7027,Finland,FIN,2003,78.36829268,2729.7925,5210595
7028,Finland,FIN,2004,78.71463415,2873.619,5226067
7029,Finland,FIN,2005,78.81707317,3016.7141,5244342
7030,Finland,FIN,2006,79.21463415,3129.107,5265936
7031,Finland,FIN,2007,79.26341463,3203.6907,5290431
7032,Finland,FIN,2008,79.56829268,3316.5843,5316334
7033,Finland,FIN,2009,79.7195122,3322.6085,5341546
7034,Finland,FIN,2010,79.87073171,3403.1108,5364546
7035,Finland,FIN,2011,80.47073171,3505.0245,5384770
7036,Finland,FIN,2012,80.62682927,3568.2158,5402627
7037,Finland,FIN,2013,80.97560976,3602.6862,5418763
7250,France,FRA,1970,71.65853659,923.0338,50763212
7255,France,FRA,1975,72.85365854,1267.5022,52691826
7260,France,FRA,1980,74.05121951,1604.7333,53880143
7265,France,FRA,1985,75.3,1923.1369,55281465
7270,France,FRA,1990,76.6,2300.8976,56708260
7271,France,FRA,1991,76.84878049,2377.8353,56956057
7272,France,FRA,1992,77.1,2469.4117,57189616
7273,France,FRA,1993,77.3,2561.9933,57412239
7274,France,FRA,1994,77.64878049,2607.9071,57628904
7275,France,FRA,1995,77.75121951,2965.8229,57844501
7276,France,FRA,1996,77.95365854,2997.7557,58057570
7277,France,FRA,1997,78.30487805,3018.3427,58270419
7278,France,FRA,1998,78.60487805,3082.7392,58496138
7279,France,FRA,1999,78.75609756,3171.996,58751572
7280,France,FRA,2000,79.05609756,3248.9504,59047795
7281,France,FRA,2001,79.15853659,3331.4384,59390720
7282,France,FRA,2002,79.26097561,3454.0558,59774531
7283,France,FRA,2003,79.11463415,3478.5787,60183884
7284,France,FRA,2004,80.16341463,3578.9042,60596691
7285,France,FRA,2005,80.16341463,3629.209,60996506
7286,France,FRA,2006,80.81219512,3644.7304,61378065
7287,France,FRA,2007,81.11219512,3680.6859,61744596
7288,France,FRA,2008,81.21463415,3713.7856,62098413
7289,France,FRA,2009,81.41463415,3836.7055,62444770
7290,France,FRA,2010,81.66341463,3859.5252,62787427
7291,France,FRA,2011,82.11463415,3917.4283,63125894
7292,France,FRA,2012,81.96829268,3942.3884,63457777
7293,France,FRA,2013,82.2195122,3989.2368,63782963
7798,Germany,DEU,1970,70.63978049,1219.428,78169287
7799,Germany,DEU,1971,70.74287805,1358.2333,78398250
7800,Germany,DEU,1972,70.867,1480.9197,78549958
7801,Germany,DEU,1973,71.01668293,1619.966,78635758
7802,Germany,DEU,1974,71.19541463,1757.4922,78672415
7803,Germany,DEU,1975,71.40173171,1906.5468,78673559
7804,Germany,DEU,1976,71.63414634,2015.1658,78648816
7805,Germany,DEU,1977,71.88368293,2070.2065,78600404
7806,Germany,DEU,1978,72.14329268,2154.6998,78526576
7807,Germany,DEU,1979,72.40853659,2201.3952,78422458
7808,Germany,DEU,1980,72.67790244,2282.4014,78288577
7809,Germany,DEU,1981,72.95039024,2374.1244,78124452
7810,Germany,DEU,1982,73.227,2319.1311,77944929
7811,Germany,DEU,1983,73.50519512,2361.1298,77784306
7812,Germany,DEU,1984,73.78292683,2472.1423,77686865
7813,Germany,DEU,1985,74.05463415,2579.6387,77684875
7814,Germany,DEU,1986,74.31373171,2603.9363,77783439
7815,Germany,DEU,1987,74.55968293,2668.4883,77974722
7816,Germany,DEU,1988,74.7924878,2812.9428,78260173
7817,Germany,DEU,1989,75.01314634,2689.5098,78637382
7818,Germany,DEU,1990,75.2277561,2774.6817,79098094
7820,Germany,DEU,1992,75.8195122,2909.8528,80282985
7821,Germany,DEU,1993,75.87073171,2853.0909,80926118
7822,Germany,DEU,1994,76.27073171,2989.637,81495194
7823,Germany,DEU,1995,76.42195122,3122.131,81929441
7824,Germany,DEU,1996,76.67317073,3241.8944,82200333
7825,Germany,DEU,1997,77.07317073,3257.2866,82326019
7826,Germany,DEU,1998,77.47560976,3327.2647,82350467
7827,Germany,DEU,1999,77.72682927,3414.5749,82341545
7828,Germany,DEU,2000,77.92682927,3536.3549,82349027
7829,Germany,DEU,2001,78.32926829,3603.768,82384256
7830,Germany,DEU,2002,78.22926829,3687.3766,82432026
7831,Germany,DEU,2003,78.3804878,3745.138,82484111
7832,Germany,DEU,2004,78.6804878,3704.9553,82524343
7833,Germany,DEU,2005,78.93170732,3787.1331,82540739
7834,Germany,DEU,2006,79.13170732,3875.1386,82536138
7835,Germany,DEU,2007,79.53414634,3950.1671,82516297
7836,Germany,DEU,2008,79.73658537,4079.0901,82475271
7837,Germany,DEU,2009,79.83658537,4232.5762,82405365
7838,Germany,DEU,2010,79.98780488,4358.6128,82302465
7839,Germany,DEU,2011,80.43658537,4396.4446,82162512
7840,Germany,DEU,2012,80.53902439,4516.9885,81990837
7841,Germany,DEU,2013,80.4902439,4589.3728,81804228
8152,Greece,GRC,1988,75.8912439,1120.1386,10045020
8153,Greece,GRC,1989,76.68780488,1268.3512,10094241
8154,Greece,GRC,1990,76.93902439,1266.7054,10160501
8155,Greece,GRC,1991,77.13658537,1259.177,10247132
8156,Greece,GRC,1992,77.38292683,1376.7298,10351229
